id_estudiante,carrera,semestre,turno,edad,genero,promedio_anterior,porcentaje_asistencia,materias_reprobadas_previas,creditos_inscritos,participa_tutorias,beca,trabaja,horas_trabajo_semana,distancia_km,acceso_internet,uso_plataforma_semana,entregas_tareas_pct,reinscripcion_tardia,indice_socioeconomico,riesgo_academico,deserto,reprobo
EST02544,Ingeniería en Gestión Empresarial,9,Vespertino,24,M,67.6,92.5,3,30,Sí,Sí,Medio tiempo,12,0.5,Sí,0,54.0,No,3,Medio,0,0
EST02545,Ingeniería Industrial,8,Matutino,21,F,49.4,81.4,3,33,Sí,No,Tiempo completo,39,1.5,Sí,1,74.6,No,1,Medio,0,1
EST02546,Ingeniería Mecatrónica,2,Vespertino,20,M,76.3,100,0,27,No,No,No trabaja,0,14.6,Sí,13,84.6,No,5,Bajo,0,0
EST02547,Ingeniería Electromecánica,6,Vespertino,23,M,61.5,63.0,2,34,Sí,Sí,Tiempo completo,44,5.4,Sí,14,70.8,No,3,Alto,0,0
EST02548,Ingeniería en Gestión Empresarial,7,Matutino,21,M,67.6,87.7,3,29,No,Sí,Medio tiempo,25,7.5,Sí,6,74.2,Sí,5,Alto,0,1
EST02549,Ingeniería en Gestión Empresarial,6,Matutino,21,F,84.7,77.0,0,26,Sí,No,Tiempo completo,48,16.9,Sí,0,69.5,No,3,Bajo,0,0
EST02550,Contador Público,8,Matutino,23,F,80.7,83.0,2,23,Sí,No,No trabaja,0,2.5,Sí,6,52.5,No,2,Bajo,0,1
EST02551,Ingeniería en Gestión Empresarial,9,Vespertino,24,M,73.7,71.6,1,36,No,Sí,Tiempo completo,48,14.6,Sí,4,68.3,No,4,Medio,0,0
EST02552,Ingeniería Industrial,6,Matutino,25,M,82.1,86.4,2,34,No,Sí,No trabaja,0,9.1,Sí,12,76.1,No,2,Bajo,0,0
EST02553,Ingeniería en Sistemas Computacionales,7,Vespertino,21,M,72.0,80.8,0,27,No,No,Medio tiempo,19,0.7,Sí,0,53.5,No,2,Bajo,0,1
EST02554,Ingeniería en Gestión Empresarial,1,Vespertino,21,M,85.6,92.0,0,21,Sí,No,Medio tiempo,10,3.5,Sí,11,90.0,No,5,Bajo,0,0
EST02555,Contador Público,6,Matutino,22,F,80.0,74.9,0,22,No,No,No trabaja,0,0.5,Sí,13,91.1,No,1,Bajo,0,0
EST02556,Ingeniería Civil,1,Vespertino,23,M,74.6,83.3,0,18,No,Sí,Medio tiempo,28,10.2,Sí,12,71.9,No,3,Bajo,1,0
EST02557,Ingeniería Electromecánica,4,Vespertino,19,M,74.9,82.7,5,36,No,No,Medio tiempo,22,18.9,Sí,9,77.2,No,5,Alto,0,1
EST02558,Contador Público,2,Matutino,20,F,85.3,82.2,1,19,No,No,No trabaja,0,5.8,Sí,5,69.7,No,1,Bajo,0,0
EST02559,Ingeniería en Sistemas Computacionales,10,Matutino,23,F,85.8,69.3,0,19,Sí,No,No trabaja,0,17.4,Sí,8,78.7,No,5,Bajo,0,1
EST02560,Ingeniería en Gestión Empresarial,7,Vespertino,24,F,76.0,68.6,5,34,Sí,Sí,No trabaja,0,3.9,Sí,0,87.8,No,3,Medio,0,0
EST02561,Ingeniería Mecatrónica,3,Matutino,20,M,60.2,93.0,1,36,No,No,No trabaja,0,12.7,Sí,11,85.2,No,4,Bajo,0,0
EST02562,Ingeniería Electromecánica,9,Vespertino,24,F,75.2,90.0,0,33,Sí,No,No trabaja,0,10.6,Sí,5,78.4,No,1,Bajo,0,1
EST02563,Ingeniería en Sistemas Computacionales,9,Vespertino,27,F,76.1,69.4,5,22,No,Sí,Medio tiempo,13,18.8,Sí,14,100,No,5,Bajo,0,0
EST02564,Licenciatura en Administración,10,Matutino,23,F,62.9,74.8,2,20,No,No,Medio tiempo,25,10.3,Sí,2,89.1,Sí,2,Medio,0,0
EST02565,Contador Público,8,Matutino,20,F,81.6,85.4,0,24,Sí,Sí,Medio tiempo,11,15.0,Sí,6,100,No,1,Bajo,0,0
EST02566,Ingeniería Industrial,10,Matutino,19,M,68.7,69.9,0,33,No,No,Medio tiempo,20,6.5,Sí,1,70.2,No,1,Medio,0,0
EST02567,Ingeniería en Gestión Empresarial,2,Matutino,25,F,76.1,83.9,1,18,No,No,No trabaja,0,0.7,Sí,7,90.9,No,4,Bajo,0,0
EST02568,Ingeniería en Gestión Empresarial,1,Vespertino,18,M,77.7,95.3,4,25,Sí,No,No trabaja,0,7.9,Sí,11,62.4,No,1,Medio,0,1
EST02569,Ingeniería Industrial,10,Vespertino,23,F,65.2,56.7,4,34,No,Sí,No trabaja,0,23.5,Sí,2,68.7,Sí,5,Alto,1,1
EST02570,Licenciatura en Administración,4,Matutino,19,M,77.6,61.8,0,33,No,No,No trabaja,0,18.6,Sí,7,65.6,No,5,Alto,0,0
EST02571,Contador Público,9,Matutino,22,M,70.4,78.5,3,33,Sí,Sí,Medio tiempo,13,11.3,No,4,60.9,No,1,Alto,1,0
EST02572,Licenciatura en Administración,2,Vespertino,20,F,85.1,94.2,1,23,Sí,No,No trabaja,0,11.9,No,5,77.0,No,3,Bajo,0,1
EST02573,Ingeniería en Gestión Empresarial,5,Vespertino,22,M,72.8,58.1,2,33,No,Sí,Medio tiempo,24,13.5,Sí,11,61.0,No,4,Medio,1,0
EST02574,Ingeniería Civil,3,Vespertino,22,M,72.3,68.4,0,31,No,Sí,Tiempo completo,33,7.8,Sí,5,66.5,No,4,Medio,1,0
EST02575,Ingeniería en Gestión Empresarial,8,Matutino,22,M,71.2,85.0,1,28,No,No,Medio tiempo,26,3.9,Sí,14,68.0,No,2,Medio,0,1
EST02576,Ingeniería Electromecánica,1,Matutino,22,M,87.0,84.0,4,36,No,Sí,No trabaja,0,6.6,Sí,2,67.7,No,3,Medio,1,0
EST02577,Ingeniería en Sistemas Computacionales,2,Matutino,18,M,74.2,61.7,0,29,No,No,No trabaja,0,0.5,Sí,10,72.8,No,2,Bajo,0,0
EST02578,Ingeniería Industrial,7,Matutino,26,F,67.1,59.5,3,35,Sí,No,Medio tiempo,17,14.1,Sí,5,81.8,No,4,Medio,1,0
EST02579,Ingeniería en Gestión Empresarial,4,Vespertino,25,M,83.1,83.1,4,25,No,Sí,Medio tiempo,19,11.4,Sí,3,42.0,Sí,2,Alto,0,1
EST02580,Licenciatura en Administración,3,Matutino,18,F,63.9,73.4,2,20,No,Sí,Tiempo completo,33,9.1,Sí,5,90.9,No,5,Medio,0,0
EST02581,Ingeniería en Sistemas Computacionales,6,Vespertino,25,F,69.1,86.1,1,30,No,Sí,No trabaja,0,21.7,Sí,13,79.5,No,4,Medio,0,0
EST02582,Ingeniería en Gestión Empresarial,4,Matutino,21,F,80.0,78.7,0,23,No,No,Medio tiempo,18,9.8,Sí,11,79.4,Sí,4,Bajo,0,0
EST02583,Ingeniería Industrial,10,Vespertino,23,F,86.4,91.0,1,21,Sí,Sí,No trabaja,0,9.0,Sí,10,91.4,No,5,Bajo,0,0
EST02584,Ingeniería Civil,8,Matutino,23,M,68.9,90.3,1,32,No,Sí,No trabaja,0,2.4,No,6,78.4,No,3,Bajo,0,0
EST02585,Ingeniería en Sistemas Computacionales,10,Matutino,22,F,57.1,78.5,4,19,Sí,Sí,No trabaja,0,4.3,Sí,8,100,No,1,Medio,1,1
EST02586,Licenciatura en Administración,5,Vespertino,20,M,59.4,100,1,18,Sí,No,Medio tiempo,28,6.0,No,1,72.6,Sí,3,Bajo,0,0
EST02587,Licenciatura en Administración,1,Vespertino,17,M,81.8,88.8,1,25,Sí,Sí,No trabaja,0,12.4,Sí,4,74.4,No,4,Bajo,0,0
EST02588,Licenciatura en Administración,8,Vespertino,22,M,75.6,99.3,0,24,No,No,No trabaja,0,2.3,No,1,52.5,No,2,Bajo,0,0
EST02589,Licenciatura en Administración,3,Vespertino,17,M,74.1,88.3,0,19,Sí,No,No trabaja,0,6.5,Sí,8,52.6,No,1,Bajo,0,0
EST02590,Contador Público,1,Vespertino,22,M,62.4,77.8,2,28,No,Sí,No trabaja,0,2.0,Sí,9,79.4,No,1,Medio,0,0
EST02591,Ingeniería en Sistemas Computacionales,7,Matutino,20,M,87.6,81.4,1,26,No,Sí,No trabaja,0,5.8,Sí,11,77.0,No,2,Bajo,0,0
EST02592,Ingeniería Civil,6,Matutino,19,F,69.7,88.4,1,23,No,No,No trabaja,0,17.8,Sí,9,76.5,No,3,Medio,0,0
EST02593,Ingeniería Civil,5,Matutino,22,F,62.1,70.3,0,30,Sí,Sí,No trabaja,0,11.3,Sí,14,75.6,Sí,1,Medio,0,0
EST02594,Ingeniería Civil,5,Matutino,17,M,86.2,80.2,0,23,No,No,Medio tiempo,25,15.1,Sí,3,100,No,5,Bajo,0,0
EST02595,Ingeniería en Sistemas Computacionales,9,Matutino,27,F,80.3,79.2,1,35,No,No,No trabaja,0,19.4,Sí,13,54.4,No,5,Medio,0,0
EST02596,Ingeniería en Sistemas Computacionales,7,Vespertino,24,M,63.1,73.8,1,19,Sí,No,Tiempo completo,36,6.4,Sí,14,76.0,No,1,Medio,1,0
EST02597,Ingeniería Electromecánica,8,Matutino,21,M,94.6,85.5,0,25,No,Sí,Medio tiempo,25,8.5,Sí,11,79.2,No,5,Bajo,1,0
EST02598,Ingeniería Civil,1,Matutino,25,F,79.1,85.8,0,29,No,No,No trabaja,0,9.9,No,0,62.0,No,4,Medio,0,0
EST02599,Contador Público,2,Vespertino,22,F,80.1,68.1,1,19,No,Sí,No trabaja,0,17.9,Sí,2,62.6,Sí,1,Medio,0,0
EST02600,Ingeniería en Gestión Empresarial,5,Vespertino,23,M,66.1,85.0,1,25,No,Sí,No trabaja,0,7.4,Sí,5,70.3,No,4,Medio,0,0
EST02601,Ingeniería Civil,5,Matutino,21,F,74.3,62.0,6,22,No,Sí,Tiempo completo,35,8.1,Sí,9,59.0,No,1,Alto,1,1
EST02602,Ingeniería Electromecánica,9,Vespertino,24,F,76.0,74.1,2,20,Sí,Sí,Tiempo completo,45,15.1,No,7,80.2,No,2,Medio,0,0
EST02603,Ingeniería Industrial,3,Vespertino,23,F,68.3,70.0,2,25,No,No,No trabaja,0,2.4,Sí,3,66.2,No,3,Medio,1,0
EST02604,Ingeniería Mecatrónica,5,Matutino,24,F,69.8,100,1,27,No,Sí,No trabaja,0,5.0,Sí,7,81.3,No,2,Bajo,0,1
EST02605,Ingeniería en Sistemas Computacionales,2,Vespertino,21,F,64.0,83.3,4,30,Sí,Sí,Tiempo completo,46,11.6,No,10,69.8,No,5,Alto,1,1
EST02606,Licenciatura en Administración,3,Matutino,20,M,74.0,82.7,2,20,No,Sí,No trabaja,0,13.2,Sí,10,83.8,No,4,Bajo,0,1
EST02607,Ingeniería Industrial,5,Matutino,20,M,93.2,75.8,0,32,No,No,No trabaja,0,23.4,Sí,3,73.8,No,3,Bajo,0,0
EST02608,Ingeniería en Gestión Empresarial,7,Vespertino,21,M,68.7,96.8,2,26,Sí,No,Medio tiempo,12,9.8,No,12,83.0,Sí,3,Medio,0,1
EST02609,Ingeniería en Gestión Empresarial,3,Matutino,21,M,84.4,88.0,0,21,No,No,No trabaja,0,6.2,Sí,4,81.8,No,3,Bajo,0,0
EST02610,Ingeniería en Sistemas Computacionales,10,Vespertino,23,M,90.3,87.3,1,35,No,No,Medio tiempo,22,7.8,Sí,10,80.4,No,5,Bajo,0,0
EST02611,Ingeniería en Sistemas Computacionales,9,Vespertino,22,M,88.8,87.1,1,31,No,No,Tiempo completo,48,8.7,Sí,18,69.2,No,4,Bajo,0,0
EST02612,Licenciatura en Administración,3,Vespertino,19,F,78.0,82.3,0,34,No,No,No trabaja,0,10.0,No,8,78.5,No,3,Bajo,1,0
EST02613,Ingeniería en Gestión Empresarial,9,Vespertino,23,F,84.5,70.4,0,30,No,Sí,Medio tiempo,20,15.8,Sí,4,91.0,No,4,Bajo,0,0
EST02614,Ingeniería Electromecánica,3,Vespertino,18,M,80.0,73.9,0,27,Sí,No,Medio tiempo,21,5.9,No,10,95.8,No,5,Bajo,0,1
EST02615,Ingeniería en Gestión Empresarial,9,Matutino,25,M,57.1,74.9,4,22,No,No,Medio tiempo,22,11.0,Sí,2,82.6,No,1,Alto,1,1
EST02616,Ingeniería Mecatrónica,2,Matutino,20,M,76.2,81.3,0,26,No,No,No trabaja,0,1.5,Sí,10,100,No,2,Bajo,0,0
EST02617,Licenciatura en Administración,4,Vespertino,21,F,76.4,61.4,4,19,Sí,Sí,Tiempo completo,46,3.3,Sí,9,68.9,Sí,5,Alto,0,0
EST02618,Ingeniería Industrial,7,Matutino,19,F,80.5,98.0,1,23,No,No,No trabaja,0,11.5,Sí,14,56.1,No,1,Bajo,0,0
EST02619,Ingeniería en Gestión Empresarial,8,Matutino,24,F,64.8,80.5,0,24,No,No,Tiempo completo,39,5.0,No,7,72.5,No,3,Medio,0,1
EST02620,Ingeniería Electromecánica,3,Vespertino,23,F,92.5,90.4,0,32,Sí,No,No trabaja,0,10.2,Sí,19,86.1,No,5,Bajo,0,0
EST02621,Ingeniería Electromecánica,6,Matutino,23,F,45,67.9,1,31,No,No,Tiempo completo,41,0.5,Sí,4,69.9,No,4,Alto,1,0
EST02622,Ingeniería Mecatrónica,6,Matutino,21,M,75.6,93.5,2,35,No,No,No trabaja,0,13.6,Sí,12,80.6,No,4,Bajo,0,1
EST02623,Ingeniería Mecatrónica,5,Vespertino,22,F,76.4,79.9,0,30,Sí,No,Medio tiempo,15,9.4,Sí,1,100,No,1,Bajo,0,0
EST02624,Ingeniería Mecatrónica,2,Vespertino,18,F,80.2,85.1,1,26,Sí,Sí,No trabaja,0,6.5,Sí,8,63.1,No,3,Bajo,0,0
EST02625,Contador Público,5,Matutino,25,F,82.1,81.0,1,24,Sí,Sí,Medio tiempo,25,5.6,Sí,13,66.7,No,4,Bajo,1,0
EST02626,Ingeniería Mecatrónica,1,Matutino,17,M,75.4,78.0,2,20,Sí,No,No trabaja,0,13.9,Sí,1,70.0,No,4,Bajo,0,0
EST02627,Contador Público,5,Matutino,21,F,80.1,88.4,2,26,Sí,No,No trabaja,0,8.2,Sí,9,56.1,No,3,Medio,0,1
EST02628,Ingeniería Mecatrónica,6,Vespertino,23,M,89.7,75.3,0,23,Sí,Sí,Medio tiempo,19,0.5,Sí,4,84.0,No,5,Bajo,0,0
EST02629,Contador Público,5,Vespertino,23,M,75.9,81.0,0,33,Sí,No,No trabaja,0,6.9,Sí,9,69.9,No,2,Bajo,0,0
EST02630,Ingeniería en Gestión Empresarial,6,Vespertino,21,M,76.6,70.6,0,36,No,No,No trabaja,0,17.7,Sí,12,80.3,Sí,5,Bajo,0,0
EST02631,Ingeniería Mecatrónica,2,Vespertino,22,M,76.3,79.0,0,21,Sí,Sí,No trabaja,0,8.8,Sí,4,73.8,No,3,Bajo,1,1
EST02632,Ingeniería Industrial,10,Matutino,22,M,69.1,82.4,2,36,No,Sí,No trabaja,0,10.1,Sí,0,53.4,No,1,Alto,1,1
EST02633,Licenciatura en Administración,1,Vespertino,25,F,90.9,60.1,0,22,No,No,Tiempo completo,38,14.1,Sí,0,56.0,No,2,Bajo,0,1
EST02634,Ingeniería Industrial,6,Vespertino,23,M,84.9,90.4,0,24,No,No,Medio tiempo,15,6.0,Sí,2,62.8,Sí,4,Bajo,0,1
EST02635,Ingeniería Civil,3,Vespertino,21,F,78.5,83.5,0,27,No,No,Tiempo completo,38,12.8,Sí,8,76.6,No,5,Bajo,0,0
EST02636,Ingeniería en Gestión Empresarial,3,Vespertino,22,M,67.4,100,2,32,Sí,Sí,No trabaja,0,13.6,Sí,3,67.8,No,3,Bajo,0,0
EST02637,Ingeniería Mecatrónica,5,Matutino,21,M,87.5,72.1,0,26,No,No,Medio tiempo,14,17.9,Sí,4,95.7,Sí,2,Bajo,0,0
EST02638,Ingeniería Industrial,3,Matutino,17,M,69.8,71.4,2,24,No,Sí,Medio tiempo,19,23.5,Sí,3,79.9,No,2,Medio,1,0
EST02639,Ingeniería Industrial,9,Matutino,22,M,77.0,100,1,35,No,No,No trabaja,0,3.2,Sí,14,100,Sí,3,Bajo,0,0
EST02640,Licenciatura en Administración,9,Vespertino,19,F,94.7,91.6,1,34,Sí,Sí,No trabaja,0,0.5,Sí,15,71.2,No,5,Bajo,0,0
EST02641,Contador Público,3,Vespertino,21,M,76.7,86.7,2,24,No,No,No trabaja,0,16.5,Sí,3,62.0,No,1,Medio,0,0
EST02642,Ingeniería Industrial,6,Vespertino,20,M,76.0,87.3,0,35,Sí,Sí,No trabaja,0,15.2,Sí,3,55.8,No,4,Bajo,0,1
EST02643,Ingeniería Electromecánica,3,Matutino,23,M,82.1,69.9,2,30,Sí,Sí,Medio tiempo,19,2.4,Sí,11,91.0,No,5,Bajo,0,0
EST02644,Ingeniería Mecatrónica,10,Vespertino,20,M,75.1,68.6,0,24,No,No,No trabaja,0,10.7,Sí,10,61.1,No,4,Bajo,0,0
EST02645,Ingeniería Mecatrónica,8,Vespertino,23,F,48.9,80.3,2,20,No,Sí,Medio tiempo,23,7.7,No,1,59.6,No,3,Alto,1,1
EST02646,Ingeniería en Gestión Empresarial,8,Matutino,21,M,58.1,77.3,2,21,No,No,Tiempo completo,31,7.6,Sí,2,48.4,No,3,Alto,1,1
EST02647,Ingeniería en Gestión Empresarial,2,Matutino,20,F,73.1,75.3,3,27,No,No,Tiempo completo,47,14.3,Sí,14,63.6,No,3,Alto,1,0
EST02648,Ingeniería Civil,8,Matutino,22,F,69.3,91.4,1,18,No,No,No trabaja,0,10.7,Sí,3,100,No,2,Bajo,0,0
EST02649,Ingeniería en Gestión Empresarial,10,Vespertino,26,M,70.5,93.8,0,29,No,Sí,Medio tiempo,18,14.3,Sí,12,100,No,3,Bajo,0,0
EST02650,Licenciatura en Administración,3,Matutino,18,M,75.6,96.5,0,28,No,Sí,Medio tiempo,15,4.1,Sí,2,73.2,No,5,Bajo,0,0
EST02651,Ingeniería Mecatrónica,10,Matutino,24,M,58.6,85.2,0,20,No,Sí,No trabaja,0,15.5,Sí,9,100,No,2,Bajo,0,0
EST02652,Contador Público,4,Matutino,19,F,73.3,70.8,3,26,No,No,No trabaja,0,5.7,Sí,11,70.3,No,3,Alto,1,0
EST02653,Ingeniería Civil,7,Vespertino,22,M,84.4,66.0,1,18,Sí,Sí,Medio tiempo,11,20.9,Sí,12,100.0,No,4,Bajo,0,1
EST02654,Ingeniería en Gestión Empresarial,7,Matutino,20,M,74.7,64.0,1,34,No,Sí,No trabaja,0,11.2,Sí,13,82.5,Sí,1,Medio,0,0
EST02655,Ingeniería en Gestión Empresarial,5,Vespertino,27,F,96.3,92.1,6,23,No,No,Medio tiempo,11,10.5,No,7,88.5,No,3,Medio,0,0
EST02656,Ingeniería Mecatrónica,5,Matutino,23,F,90.1,74.3,3,29,Sí,Sí,No trabaja,0,0.5,Sí,1,73.1,No,2,Bajo,0,0
EST02657,Ingeniería Mecatrónica,3,Matutino,20,F,82.2,55.6,1,30,No,No,Medio tiempo,27,19.6,Sí,7,100,No,4,Medio,0,1
EST02658,Ingeniería en Sistemas Computacionales,6,Matutino,21,M,91.8,86.1,0,27,No,No,No trabaja,0,4.2,Sí,5,73.9,No,3,Bajo,0,0
EST02659,Ingeniería Civil,6,Matutino,23,F,72.3,79.4,0,35,No,Sí,Tiempo completo,43,11.3,No,1,73.9,No,3,Medio,0,1
EST02660,Ingeniería Mecatrónica,8,Matutino,18,M,100,77.9,0,30,No,Sí,Medio tiempo,27,6.3,Sí,13,81.3,No,4,Bajo,0,0
EST02661,Licenciatura en Administración,8,Vespertino,22,F,77.8,91.0,1,35,Sí,No,Medio tiempo,18,11.5,Sí,7,92.3,No,5,Bajo,0,1
EST02662,Ingeniería Mecatrónica,4,Matutino,17,F,62.9,60.8,7,32,No,No,Tiempo completo,39,10.5,Sí,9,82.0,No,1,Alto,1,1
EST02663,Ingeniería Industrial,4,Vespertino,20,F,75.3,100,0,25,No,Sí,No trabaja,0,8.5,Sí,13,76.0,No,3,Bajo,0,0
EST02664,Ingeniería Industrial,10,Vespertino,27,F,59.2,96.4,4,31,Sí,No,Medio tiempo,21,14.7,Sí,1,62.6,No,2,Alto,0,1
EST02665,Ingeniería en Gestión Empresarial,7,Vespertino,22,F,63.4,100,1,20,No,No,No trabaja,0,6.1,Sí,4,69.9,No,5,Bajo,1,1
EST02666,Ingeniería en Gestión Empresarial,4,Matutino,17,F,72.9,88.5,2,28,No,Sí,Medio tiempo,11,11.7,No,3,79.0,No,4,Bajo,0,0
EST02667,Licenciatura en Administración,2,Vespertino,19,M,85.0,75.8,0,32,No,Sí,No trabaja,0,1.7,Sí,13,97.9,No,4,Bajo,0,0
EST02668,Ingeniería Mecatrónica,2,Matutino,17,F,86.7,76.2,1,32,No,No,No trabaja,0,13.4,Sí,0,66.9,No,3,Bajo,0,0
EST02669,Contador Público,8,Matutino,24,M,79.2,77.9,1,24,No,Sí,Medio tiempo,22,13.3,Sí,12,74.7,No,4,Bajo,0,1
EST02670,Ingeniería Mecatrónica,2,Vespertino,22,M,64.7,72.8,0,26,Sí,No,No trabaja,0,1.1,No,8,72.4,No,5,Medio,0,0
EST02671,Contador Público,9,Vespertino,28,F,72.0,78.0,0,24,Sí,No,Tiempo completo,32,2.9,Sí,11,64.6,No,2,Bajo,1,0
EST02672,Ingeniería Mecatrónica,5,Matutino,22,M,68.0,58.0,0,33,Sí,No,Tiempo completo,33,5.0,Sí,0,66.8,No,4,Alto,1,1
EST02673,Ingeniería Mecatrónica,1,Vespertino,21,F,79.0,73.6,4,22,No,No,No trabaja,0,0.5,Sí,10,64.9,Sí,5,Medio,0,1
EST02674,Ingeniería en Gestión Empresarial,3,Vespertino,21,M,81.5,79.9,0,31,No,No,No trabaja,0,10.7,Sí,14,70.2,No,4,Bajo,0,0
EST02675,Contador Público,1,Matutino,20,F,72.3,69.1,0,33,No,Sí,Medio tiempo,27,0.5,Sí,9,85.3,No,1,Bajo,0,0
EST02676,Licenciatura en Administración,3,Vespertino,21,M,82.7,71.7,0,18,No,No,No trabaja,0,10.7,Sí,12,65.9,No,2,Bajo,0,0
EST02677,Ingeniería Civil,4,Matutino,19,M,77.4,76.9,0,30,No,No,No trabaja,0,2.4,Sí,5,73.2,Sí,1,Bajo,0,0
EST02678,Ingeniería Civil,1,Vespertino,17,M,76.5,85.6,0,31,No,No,Medio tiempo,15,3.8,Sí,14,86.7,No,4,Bajo,0,1
EST02679,Contador Público,2,Matutino,20,M,73.9,85.8,1,29,No,No,No trabaja,0,1.3,No,3,71.5,No,1,Bajo,1,0
EST02680,Ingeniería Electromecánica,3,Vespertino,25,F,77.8,85.7,1,25,No,Sí,No trabaja,0,0.5,Sí,3,64.4,No,2,Bajo,0,0
EST02681,Ingeniería en Gestión Empresarial,10,Vespertino,24,M,76.8,82.4,1,27,No,No,No trabaja,0,7.6,Sí,0,34.1,No,3,Medio,0,1
EST02682,Contador Público,5,Vespertino,21,F,66.9,67.0,1,22,Sí,No,Tiempo completo,48,5.3,No,5,100,No,3,Medio,0,0
EST02683,Ingeniería Mecatrónica,6,Vespertino,19,F,78.7,84.7,0,20,Sí,No,No trabaja,0,7.9,No,10,76.9,No,2,Bajo,0,0
EST02684,Contador Público,8,Matutino,19,F,74.1,74.7,1,19,No,No,Tiempo completo,41,8.3,Sí,9,51.2,No,2,Medio,0,1
EST02685,Ingeniería Industrial,10,Vespertino,23,F,70.6,74.5,0,24,No,Sí,Medio tiempo,26,7.9,Sí,14,100,No,5,Bajo,0,0
EST02686,Ingeniería Civil,6,Matutino,20,M,87.0,86.3,1,19,Sí,No,No trabaja,0,14.7,Sí,9,81.4,No,5,Bajo,0,0
EST02687,Contador Público,5,Vespertino,25,F,82.9,63.6,0,22,No,Sí,Medio tiempo,25,10.7,Sí,10,80.4,Sí,1,Medio,0,1
EST02688,Ingeniería Civil,7,Matutino,20,F,68.4,94.6,2,26,Sí,No,No trabaja,0,2.4,Sí,3,80.3,No,5,Bajo,0,0
EST02689,Ingeniería en Gestión Empresarial,10,Matutino,22,M,69.9,83.8,2,31,No,Sí,No trabaja,0,6.0,Sí,11,76.7,No,1,Medio,0,1
EST02690,Ingeniería en Sistemas Computacionales,9,Vespertino,22,F,77.6,90.0,3,36,No,Sí,No trabaja,0,9.3,Sí,6,97.0,No,2,Bajo,0,0
EST02691,Licenciatura en Administración,1,Vespertino,19,M,77.4,76.8,0,32,No,No,Medio tiempo,19,15.2,Sí,7,53.7,No,4,Medio,1,1
EST02692,Ingeniería en Sistemas Computacionales,1,Vespertino,25,F,68.2,85.7,5,24,Sí,Sí,No trabaja,0,3.8,Sí,0,54.1,No,1,Medio,0,1
EST02693,Ingeniería Civil,4,Matutino,23,M,64.6,45.6,2,34,No,No,Tiempo completo,37,0.5,No,5,74.7,No,4,Alto,1,1
EST02694,Ingeniería Industrial,6,Vespertino,23,F,79.6,64.2,1,27,No,No,Tiempo completo,36,8.3,Sí,0,57.9,Sí,5,Alto,1,0
EST02695,Ingeniería Mecatrónica,8,Matutino,19,F,64.8,90.0,2,35,No,No,No trabaja,0,14.9,Sí,13,53.9,No,5,Medio,0,0
EST02696,Ingeniería Industrial,4,Matutino,19,F,77.5,91.3,0,21,No,No,No trabaja,0,5.1,Sí,11,86.9,No,5,Bajo,0,0
EST02697,Ingeniería en Gestión Empresarial,4,Vespertino,20,M,73.0,72.8,1,35,Sí,Sí,Medio tiempo,24,15.5,Sí,1,75.9,Sí,4,Medio,1,1
EST02698,Licenciatura en Administración,5,Matutino,22,M,73.3,99.5,1,31,Sí,No,No trabaja,0,3.4,Sí,6,81.0,No,1,Bajo,0,0
EST02699,Ingeniería en Sistemas Computacionales,7,Matutino,24,M,74.1,100,0,20,No,Sí,No trabaja,0,14.1,Sí,12,74.7,No,5,Bajo,0,0
EST02700,Contador Público,1,Matutino,19,M,64.1,71.7,0,33,No,No,Tiempo completo,42,3.5,Sí,9,100,No,5,Medio,0,0
EST02701,Ingeniería Mecatrónica,1,Vespertino,18,F,72.3,71.8,0,28,No,No,Tiempo completo,37,0.9,Sí,2,60.9,No,1,Bajo,0,0
EST02702,Ingeniería Civil,3,Matutino,25,M,89.2,69.8,0,35,No,Sí,No trabaja,0,3.8,Sí,13,100,No,5,Bajo,0,0
EST02703,Ingeniería Mecatrónica,1,Matutino,25,F,80.7,76.2,0,27,Sí,No,No trabaja,0,23.0,Sí,8,79.3,Sí,4,Bajo,0,0
EST02704,Ingeniería Mecatrónica,5,Matutino,17,F,67.0,84.6,4,32,Sí,No,Medio tiempo,28,6.3,Sí,1,72.8,Sí,3,Alto,0,0
EST02705,Ingeniería en Sistemas Computacionales,6,Vespertino,26,F,75.0,100,1,18,Sí,No,No trabaja,0,9.5,Sí,8,75.0,No,1,Bajo,0,1
EST02706,Ingeniería Civil,9,Vespertino,22,F,71.0,69.0,0,27,Sí,No,No trabaja,0,10.5,Sí,12,80.6,Sí,1,Bajo,0,1
EST02707,Licenciatura en Administración,6,Vespertino,23,F,77.4,88.5,3,21,No,Sí,No trabaja,0,10.0,Sí,2,70.6,No,4,Bajo,0,0
EST02708,Ingeniería en Sistemas Computacionales,2,Matutino,21,F,83.3,78.4,3,21,Sí,Sí,Medio tiempo,13,11.7,Sí,2,60.1,Sí,2,Medio,0,0
EST02709,Ingeniería Industrial,7,Matutino,25,M,69.8,76.4,1,35,Sí,Sí,No trabaja,0,12.3,Sí,4,100,No,3,Bajo,0,0
EST02710,Ingeniería Electromecánica,2,Vespertino,24,F,83.9,68.8,3,21,Sí,Sí,No trabaja,0,5.4,Sí,4,85.1,Sí,5,Bajo,0,0
EST02711,Ingeniería en Sistemas Computacionales,2,Vespertino,24,M,77.4,85.5,1,18,No,No,Medio tiempo,27,17.7,Sí,9,63.1,No,4,Bajo,0,0
